OBJECTID,NAMELONG,GLEVEL,PHONE,PROJ_CAP,IS_MAGNET,CITY,EXISTING,NAMESHORT,LOGRADE,HIGRADE,CALENDAR,ADDRNUMBER,ADDRROOT,ADDRCITY_1,ADDRZIPCOD,APPTYPE,CAPACITYTO,TEMPCLASSR,STATUS,IS_TITLE1,WEBSITE,TAG,SCHOOLID,LEACODE,CODEN,OBJECTID_1,DISTRICT,NAME,TITLE,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,Shape__Are,Shape__Len,COUNT
177,Leesville Road Elementary,E,919-870-4200,655,N,RALEIGH,YES,LEESVILLE RD ES,KI,5,T,8402,Pride Way,Raleigh,27613,N,692,8,E,N,http://www.wcpss.net/leesvilleroades,469,469,920469,469,5,7,Kathy Hartenstine,,,,LSAGO,2017-03-01T09:19:47.000Z,0.01764,0.8686,15
178,Vernon Malone College & Career Academy,H,919-856-8119,537,A,RALEIGH,YES,VERNON MALONE ACADEMY,9,12,C,2200,S Wilmington St,Raleigh,27603,Y,537,0,H,N,http://www.wcpss.net/vernonmalonecca,581,581,920581,581,2,5,Jim Martin,,,,BSTRAUSS,2017-09-27T13:17:43.000Z,0.01631,0.78331,17
179,Rolesville High,H,919-554-6303,2367,N,ROLESVILLE,YES,ROLESVILLE HS,9,12,T,1099,E Young St,Rolesville,27571,N,2223,0,H,N,http://www.wcpss.net/rolesvillehs,546,546,920546,546,3,1,Donald Agee,,,,LSAGO,2017-03-01T09:19:29.000Z,0.05142,1.20996,30
180,Pleasant Grove Elementary,E,919-694-8770,872,N,CARY,YES,PLEASANT GROVE ES,KI,5,T,3605,Pleasant Grove Church Rd,Morrisville,27560,N,624,0,E,N,http://www.wcpss.net/pleasantgrovees,533,533,920533,533,5,7,Kathy Hartenstine,,,,LSAGO,2017-03-01T09:19:47.000Z,0.01764,0.8686,15
181,Beaverdam Elementary,E,919-694-0222,872,N,RALEIGH,YES,BEAVERDAM ES,KI,5,T,3591,Tarheel Club Rd,Raleigh,27604,N,666,0,E,Y,http://www.wcpss.net/beaverdames,332,332,920332,332,3,1,Donald Agee,,,,LSAGO,2017-03-01T09:19:29.000Z,0.05142,1.20996,30
182,Oakview Elementary,E,919-694-8885,872,N,HOLLY SPRINGS,YES,OAKVIEW ES,KI,5,T,11500,Holly Springs New Hill Rd,Apex,27539,N,698,0,E,N,http://www.wcpss.net/oakviewes,521,521,920521,521,7,8,Lindsay Mahaffey,,,,LSAGO,2017-03-01T09:20:13.000Z,0.03525,1.10856,26
183,Pine Hollow Middle,M,919-694-8880,1264,N,RALEIGH,YES,PINE HOLLOW MS,6,8,Y,5365,Bartram Place,Raleigh,27617,N,758,0,M,N,http://www.wcpss.net/pinehollowms,529,529,920529,529,5,7,Kathy Hartenstine,,,,LSAGO,2017-03-01T09:19:47.000Z,0.01764,0.8686,15
184,White Oak Elementary,E,919-694-0202,872,N,CARY,YES,WHITE OAK ES,KI,5,T,1512,White Oak Church Rd,Apex,27523,N,624,0,E,N,http://www.wcpss.net/whiteoakes,614,614,920614,614,7,8,Lindsay Mahaffey,,,,LSAGO,2017-03-01T09:20:13.000Z,0.03525,1.10856,26
185,Apex Friendship High,H,919-694-0500,2367,N,APEX,YES,APEX FRIENDSHIP HS,9,12,T,7801,Humie Olive Rd,Apex,27502,N,1667,0,H,N,http://www.wcpss.net/apexfriendshiphs,317,317,920317,317,7,8,Lindsay Mahaffey,,,,LSAGO,2017-03-01T09:20:13.000Z,0.03525,1.10856,26
186,Crossroads FLEX HS,H,919-694-8515,150,A,CARY,YES,CROSSROADS FLEX,9,12,T,5651,Dillard Dr,Cary,27518,Y,75,0,H,N,http://www.wcpss.net/crossroadsflexhs,386,386,920386,386,8,9,Bill Fletcher,,,,,,0.01108,0.67609,22
187,Hortons Creek Elementary,E,919-694-8660,780,N,CARY,YES,HORTONS CREEK ES,KI,5,T,7615,O'Kelly Chapel Rd,Cary,27519,N,624,0,E,N,http://www.wcpss.net/hortonscreekes,459,459,920459,459,7,8,Lindsay Mahaffey,,,,LSAGO,2017-03-01T09:20:13.000Z,0.03525,1.10856,26
188,Rogers Lane Elementary,E,,872,N,RALEIGH,YES,ROGERS LN,KI,5,T,201,N. Rogers Ln,Raleigh,27610,N,624,0,E,N,http://www.wcpss.net/rogerslanees,547,547,920547,547,1,4,Keith Sutton,,,,,,0.01081,0.64744,19
189,River Bend Middle,M,,1384,N,RALEIGH,YES,RIVER BEND,6,8,T,6620,Perry Creek Rd,Raleigh,27616,N,768,0,M,N,http://www.wcpss.net/riverbendms,549,549,920549,549,4,6,Christine Kushner,,,,,,0.01018,0.76802,23
190,North Wake College & Career Academy,H,919-694-8650,400,A,WAKE FOREST,YES,N WAKE ACADEMY,9,12,C,931,Durham Rd,Wake Forest,27587,Y,200,0,H,N,http://www.wcpss.net/northwakecca,518,518,920518,518,3,1,Donald Agee,,,,LSAGO,2017-03-01T09:19:29.000Z,0.05142,1.20996,30
